"","treat","age","education","black","hispanic","married","income.before1","income.before2","income.after","hsdegree"
"197",0,49,14,0,0,1,0,0,0,1
"198",0,55,14,0,0,1,0,0,0,1
"199",0,34,14,1,0,1,0,0,0,1
"200",0,34,16,0,0,1,0,0,11821.813,1
"201",0,55,13,0,1,1,0,0,0,1
"202",0,52,12,0,0,1,0,0,0,1
"203",0,52,15,0,0,1,0,0,0,1
"204",0,30,16,0,0,1,0,0,0,1
"205",0,21,12,0,0,0,0,0,0,1
"206",0,30,17,0,0,0,0,0,0,1
"207",0,44,12,0,0,1,0,0,0,1
"208",0,46,12,0,0,0,0,0,0,1
"209",0,53,17,0,0,1,0,0,0,1
"210",0,26,16,0,0,0,0,0,9014.1321,1
"211",0,49,12,0,0,1,0,0,13299.539,1
"212",0,39,15,0,0,1,0,0,1921.0445,1
"213",0,26,17,0,0,1,0,0,11821.813,1
"214",0,32,16,0,0,1,0,0,0,1
"215",0,34,12,0,0,1,0,0,0,1
"216",0,31,14,0,0,1,0,0,0,1
"217",0,39,17,0,1,1,0,0,8866.3594,1
"218",0,40,17,0,0,1,0,0,0,1
"219",0,31,12,0,0,1,0,0,0,1
"220",0,27,13,0,0,1,0,0,28076.805,1
"221",0,48,12,0,0,1,0,0,0,1
"222",0,41,13,0,0,1,0,0,0,1
"223",0,26,14,0,0,0,0,0,0,1
"224",0,50,17,0,0,0,0,0,0,1
"225",0,48,12,0,0,1,0,0,12930.108,1
"226",0,45,16,0,0,1,0,0,0,1
"227",0,37,13,0,0,1,0,0,0,1
"228",0,33,12,0,0,1,0,0,0,1
"229",0,31,12,0,0,1,0,0,0,1
"230",0,36,12,1,0,1,0,0,17732.719,1
"231",0,44,13,0,0,1,0,0,0,1
"232",0,28,17,0,0,1,0,0,0,1
"233",0,30,17,0,0,1,0,0,0,1
"234",0,42,16,0,0,1,0,0,0,1
"235",0,30,12,0,0,1,0,0,0,1
"236",0,27,16,0,0,1,0,0,0,1
"237",0,37,12,0,0,1,0,0,0,1
"238",0,37,12,0,0,1,0,0,0,1
"239",0,45,12,0,0,1,0,0,22165.899,1
"240",0,35,16,0,0,1,0,0,0,1
"241",0,37,17,0,0,1,0,0,66497.696,1
"242",0,27,17,0,0,1,0,0,0,1
"243",0,47,14,0,0,1,0,0,0,1
"244",0,48,12,0,0,1,0,0,0,1
"245",0,42,12,0,0,1,0,0,0,1
"246",0,43,12,0,0,1,0,0,0,1
"247",0,46,12,0,0,1,0,0,0,1
"248",0,46,12,0,0,1,0,0,0,1
"249",0,46,12,0,0,1,0,0,0,1
"250",0,29,16,0,0,1,0,0,8396.4424,1
"251",0,39,13,0,0,1,0,0,0,1
"252",0,32,12,0,0,1,0,0,0,1
"253",0,48,16,0,0,1,0,0,0,1
"254",0,48,16,0,0,1,0,0,0,1
"255",0,41,13,0,0,1,0,0,0,1
"256",0,42,13,0,0,1,0,0,0,1
"257",0,42,13,0,0,1,0,0,0,1
"258",0,42,13,0,0,1,0,0,0,1
"259",0,54,13,0,0,1,0,0,0,1
"260",0,29,14,0,0,1,0,0,0,1
"261",0,54,12,0,0,1,0,0,0,1
"262",0,54,12,0,0,1,0,0,0,1
"263",0,26,14,0,0,1,0,0,0,1
"264",0,43,17,0,0,1,0,0,36943.164,1
"265",0,54,12,0,0,1,0,0,0,1
"266",0,37,12,0,0,1,0,0,0,1
"267",0,54,16,0,0,1,0,0,0,1
"268",0,48,17,0,0,1,0,0,0,1
"269",0,44,12,0,0,1,0,0,0,1
"270",0,54,12,0,0,1,0,0,0,1
"271",0,38,12,0,0,1,0,0,0,1
"272",0,37,13,0,0,1,0,0,0,1
"273",0,27,17,0,0,1,0,0,0,1
"274",0,51,12,0,0,1,0,0,0,1
"275",0,39,12,0,0,1,0,0,0,1
"276",0,55,14,0,0,1,0,0,0,1
"277",0,54,13,0,0,1,0,0,0,1
"278",0,54,13,0,0,1,0,0,0,1
"279",0,34,12,0,0,1,0,0,0,1
"280",0,50,14,0,0,1,0,0,0,1
"281",0,50,12,0,0,1,0,0,0,1
"282",0,21,14,0,1,0,0,71.612903,3657.3733,1
"283",0,26,12,0,0,1,0,71.612903,0,1
"284",0,21,13,0,0,0,0,692.85484,2659.9078,1
"285",0,23,16,0,0,1,0,1521.7742,0,1
"286",0,21,15,0,0,0,0,3222.5806,14777.266,1
"287",0,23,14,0,0,0,0,3401.6129,5319.8157,1
"288",0,27,16,0,0,1,0,4833.871,0,1
"289",0,25,12,0,0,1,0,5729.0323,26599.078,1
"290",0,27,17,0,0,0,0,6087.0968,7388.6329,1
"291",0,55,12,0,0,1,0,6266.129,10344.086,1
"292",0,20,12,0,0,1,0,7161.2903,0,1
"293",0,18,12,0,0,1,0,8056.4516,19210.445,1
"294",0,27,12,0,0,1,0,8235.4839,20688.172,1
"295",0,28,16,0,0,1,0,8951.6129,36943.164,1
"296",0,36,12,1,0,1,0,8951.6129,11821.813,1
"297",0,33,13,1,0,1,0,10741.935,20688.172,1
"298",0,36,12,0,0,1,0,10741.935,0,1
"299",0,27,13,0,0,1,0,16112.903,29554.531,1
"300",0,45,17,0,0,1,0,16112.903,17732.719,1
"301",0,45,17,0,0,1,0,16112.903,17732.719,1
"302",0,45,17,0,0,1,0,16112.903,17732.719,1
"303",0,31,12,0,0,1,0,17903.226,0,1
"304",0,34,12,0,0,1,0,17903.226,63542.243,1
"305",0,34,12,0,0,1,0,17903.226,63542.243,1
"306",0,47,14,0,0,1,0,17903.226,22165.899,1
"307",0,35,16,0,0,1,0,19693.548,17732.719,1
"308",0,43,17,0,0,1,0,21161.613,29554.531,1
"309",0,25,12,1,0,1,0,21483.871,1220.6022,1
"310",0,29,15,0,0,0,0,21483.871,22313.671,1
"311",0,31,12,0,0,1,0,21483.871,20688.172,1
"312",0,52,12,0,0,1,0,21483.871,22165.899,1
"313",0,22,16,0,0,0,0,22558.065,32509.985,1
"314",0,53,15,0,0,1,0,24169.355,28076.805,1
"315",0,29,17,0,0,1,0,25959.677,36898.833,1
"316",0,31,13,0,0,1,0,25959.677,39898.618,1
"317",0,35,12,0,0,1,0,26138.71,29554.531,1
"318",0,29,16,0,0,1,0,26854.839,23643.625,1
"319",0,39,12,0,0,1,0,28645.161,31032.258,1
"320",0,37,14,0,0,1,0,32225.806,0,1
"321",0,30,14,0,0,1,0,32225.806,22165.899,1
"322",0,43,17,0,0,1,0,42251.613,41376.344,1
"323",0,32,17,0,0,1,0,46548.387,39898.618,1
"324",0,44,12,0,0,1,0,71612.903,81274.962,1
"325",0,32,16,0,0,1,577.98371,6910.6452,18609.011,1
"326",0,43,12,1,0,1,715.13238,1879.8387,5910.9063,1
"327",0,24,12,1,0,0,783.70672,0,10344.086,1
"328",0,22,13,0,0,0,783.70672,0,2305.2535,1
"329",0,35,15,0,0,1,979.6334,537.09677,0,1
"330",0,26,15,0,0,0,979.6334,1879.8387,3250.9985,1
"331",0,29,17,0,0,1,979.6334,8951.6129,0,1
"332",0,23,12,1,0,0,1077.5967,3222.5806,5910.9063,1
"333",0,19,12,0,0,1,1154.0081,8593.5484,26599.078,1
"334",0,48,16,0,0,1,1240.2159,1466.2742,1152.6267,1
"335",0,48,16,0,0,1,1240.2159,1466.2742,1152.6267,1
"336",0,22,12,1,0,1,1269.6049,0,0,1
"337",0,20,12,1,0,0,1367.5682,12532.258,2955.4531,1
"338",0,24,17,0,0,1,1371.4868,0,24825.806,1
"339",0,27,16,0,0,1,1469.4501,1253.2258,4363.7266,1
"340",0,21,14,0,0,0,1506.6762,2685.4839,11082.949,1
"341",0,53,13,0,0,1,1567.4134,3938.7097,4728.725,1
"342",0,53,13,0,0,1,1567.4134,3938.7097,4728.725,1
"343",0,53,16,0,0,1,1665.3768,0,2955.4531,1
"344",0,22,15,0,0,1,1763.3401,5370.9677,22165.899,1
"345",0,21,15,0,0,0,1763.3401,9667.7419,4137.6344,1
"346",0,30,12,0,0,1,1959.2668,1790.3226,1477.7266,1
"347",0,21,12,1,0,0,1959.2668,5460.4839,1152.6267,1
"348",0,27,16,0,0,1,1959.2668,17545.161,21427.035,1
"349",0,22,15,0,0,0,1967.1039,2864.5161,5024.2704,1
"350",0,22,12,1,0,1,2006.2892,2470.6452,0,1
"351",0,23,13,0,0,1,2155.1935,5370.9677,11378.495,1
"352",0,33,12,0,0,1,2351.1202,0,2770.7373,1
"353",0,24,13,0,0,0,2351.1202,3127.6935,14777.266,1
"354",0,20,12,1,0,0,2351.1202,4475.8065,17732.719,1
"355",0,22,16,0,0,0,2351.1202,23274.194,25860.215,1
"356",0,19,12,0,0,1,2547.0468,10741.935,0,1
"357",0,22,15,0,0,1,2547.0468,17187.097,25860.215,1
"358",0,43,14,0,0,1,2645.0102,0,6992.6022,1
"359",0,39,12,0,0,1,2742.9735,7161.2903,11821.813,1
"360",0,28,12,1,0,0,2938.9002,2864.5161,0,1
"361",0,19,14,0,0,0,2938.9002,3222.5806,0,1
"362",0,26,17,0,0,1,2938.9002,12532.258,23643.625,1
"363",0,18,12,0,0,1,3134.8269,11100,20688.172,1
"364",0,23,15,0,0,1,3320.9572,2506.4516,9974.6544,1
"365",0,24,12,1,0,0,3330.7536,4654.8387,11821.813,1
"366",0,27,12,0,0,1,3526.6802,0,5910.9063,1
"367",0,29,17,0,0,1,3526.6802,15217.742,24382.488,1
"368",0,22,12,1,0,0,3579.5804,17133.387,11821.813,1
"369",0,27,12,0,0,1,3722.6069,254.22581,1090.5622,1
"370",0,27,15,0,0,1,3722.6069,4654.8387,19210.445,1
"371",0,20,12,1,0,0,3730.444,8951.6129,13299.539,1
"372",0,27,12,1,0,1,3918.5336,1994.4194,17732.719,1
"373",0,23,12,1,0,1,3918.5336,2864.5161,8866.3594,1
"374",0,23,12,1,0,1,3918.5336,11637.097,9752.9954,1
"375",0,22,12,0,0,1,3918.5336,15396.774,39898.618,1
"376",0,31,12,1,0,1,3918.5336,18440.323,24973.579,1
"377",0,26,17,0,0,0,4173.2383,11637.097,9457.4501,1
"378",0,20,12,0,0,1,4310.387,0,4433.1797,1
"379",0,30,17,0,0,1,4310.387,4296.7742,22476.221,1
"380",0,42,16,0,0,0,4398.554,17903.226,16254.992,1
"381",0,21,14,0,0,1,4506.3136,9309.6774,23052.535,1
"382",0,25,16,0,0,1,4604.277,2954.0323,0,1
"383",0,27,15,0,0,1,4702.2403,0,0,1
"384",0,26,17,0,0,1,4702.2403,19693.548,26599.078,1
"385",0,29,16,0,0,1,4800.2037,17187.097,23643.625,1
"386",0,20,12,0,0,0,4811.9593,716.12903,0,1
"387",0,52,12,0,0,1,4898.167,0,0,1
"388",0,23,17,0,0,0,4898.167,2148.3871,33987.711,1
"389",0,21,14,0,0,1,4898.167,7161.2903,17141.628,1
"390",0,24,16,0,0,0,4898.167,8951.6129,17732.719,1
"391",0,30,17,0,0,1,4898.167,12084.677,5172.043,1
"392",0,25,17,0,0,0,4996.1303,17414.468,5030.1813,1
"393",0,21,12,0,0,1,5094.0937,6803.2258,7388.6329,1
"394",0,28,12,0,0,1,5094.0937,10741.935,9014.1321,1
"395",0,20,12,0,0,1,5182.2607,6266.129,15244.227,1
"396",0,36,16,0,0,0,5290.0204,4833.871,5319.8157,1
"397",0,19,12,1,0,0,5387.9837,8056.4516,12117.358,1
"398",0,21,12,1,0,1,5868.0041,3043.5484,10048.541,1
"399",0,47,12,0,0,1,5868.0041,9513.7742,5319.8157,1
"400",0,24,16,0,0,1,5877.8004,4833.871,33987.711,1
"401",0,24,12,1,0,1,5877.8004,8951.6129,17732.719,1
"402",0,25,17,0,0,1,5877.8004,10562.903,30101.29,1
"403",0,21,16,0,0,1,5877.8004,10562.903,16993.856,1
"404",0,31,12,1,0,1,5877.8004,11064.194,15959.447,1
"405",0,26,14,0,0,1,5877.8004,13427.419,31032.258,1
"406",0,22,12,1,0,0,5891.5153,10367.758,5763.1336,1
"407",0,20,13,1,0,0,5897.3931,12532.258,14777.266,1
"408",0,20,13,0,1,1,6073.7271,10025.806,27337.942,1
"409",0,27,14,0,0,1,6269.6538,0,26007.988,1
"410",0,26,12,0,0,0,6269.6538,11637.097,10344.086,1
"411",0,23,17,0,0,1,6367.6171,5370.9677,0,1
"412",0,23,12,1,0,0,6494.9694,12532.258,14186.175,1
"413",0,22,12,1,0,0,6583.1365,4475.8065,0,1
"414",0,21,12,1,0,0,6661.5071,11458.065,11208.556,1
"415",0,21,12,0,0,1,6661.5071,12532.258,25121.352,1
"416",0,28,14,0,0,1,6739.8778,7877.4194,13742.857,1
"417",0,27,12,1,0,1,6855.4745,0,8275.2688,1
"418",0,25,14,0,0,0,6857.4338,1790.3226,0,1
"419",0,30,12,0,0,1,6857.4338,3222.5806,3250.9985,1
"420",0,27,13,1,0,1,6857.4338,4096.2581,24514.006,1
"421",0,22,13,0,0,0,6857.4338,6266.129,17363.287,1
"422",0,23,16,0,0,1,6857.4338,14143.548,22165.899,1
"423",0,24,12,1,0,1,6857.4338,14322.581,26599.078,1
"424",0,19,13,0,0,0,6857.4338,15217.742,17732.719,1
"425",0,21,14,0,0,1,6974.9898,11407.935,17141.628,1
"426",0,29,17,0,0,1,7053.3605,7161.2903,8866.3594,1
"427",0,27,16,0,0,1,7053.3605,11637.097,25121.352,1
"428",0,28,15,0,0,1,7249.2872,15217.742,9161.9048,1
"429",0,26,12,0,0,1,7406.0285,0,2955.4531,1
"430",0,54,12,0,0,1,7445.2138,0,0,1
"431",0,28,15,1,0,0,7445.2138,0,12708.449,1
"432",0,27,15,0,0,1,7445.2138,10741.935,18471.582,1
"433",0,26,13,0,0,0,7449.1324,5729.0323,9605.2227,1
"434",0,21,12,0,0,1,7523.5845,7934.7097,0,1
"435",0,53,14,1,0,1,7641.1405,8421.6774,8127.4962,1
"436",0,21,13,0,0,1,7688.1629,12743.516,11082.949,1
"437",0,22,13,0,0,0,7739.1039,3759.6774,16254.992,1
"438",0,27,16,0,0,0,7837.0672,0,0,1
"439",0,37,15,0,1,1,7837.0672,179.03226,11821.813,1
"440",0,33,13,0,0,0,7837.0672,3580.6452,16254.992,1
"441",0,19,12,1,0,0,7837.0672,3759.6774,3694.3164,1
"442",0,28,12,0,0,1,7837.0672,4475.8065,15663.902,1
"443",0,32,12,1,0,1,7837.0672,5370.9677,8866.3594,1
"444",0,24,12,0,0,0,7837.0672,5370.9677,5910.9063,1
"445",0,22,12,0,0,0,7837.0672,7497.871,17732.719,1
"446",0,20,12,1,0,1,7837.0672,8951.6129,20688.172,1
"447",0,23,12,0,0,1,7837.0672,8951.6129,12058.249,1
"448",0,27,12,1,0,1,7837.0672,8951.6129,2210.679,1
"449",0,23,12,1,0,1,7837.0672,12532.258,21870.353,1
"450",0,19,12,0,1,1,7837.0672,12532.258,13299.539,1
"451",0,27,14,0,0,0,7837.0672,14322.581,16254.992,1
"452",0,22,16,0,0,1,7837.0672,16112.903,16254.992,1
"453",0,42,12,0,0,1,7837.0672,16112.903,15516.129,1
"454",0,20,13,0,0,0,7837.0672,17491.452,2216.5899,1
"455",0,29,13,0,0,0,7958.5418,0,0,1
"456",0,23,12,1,0,1,7993.8086,13427.419,4433.1797,1
"457",0,19,12,0,0,1,8054.5458,9309.6774,11963.674,1
"458",0,21,12,1,0,1,8150.5499,13092.629,10583.478,1
"459",0,26,12,0,0,1,8228.9206,13606.452,11969.585,1
"460",0,21,16,0,0,0,8228.9206,22379.032,27337.942,1
"461",0,24,12,1,0,1,8275.943,15416.468,8335.8556,1
"462",0,29,12,0,0,1,8389.5804,5908.0645,14481.72,1
"463",0,26,12,1,0,1,8616.8554,8593.5484,10344.086,1
"464",0,23,14,1,0,1,8675.6334,10398.194,13003.994,1
"465",0,25,12,0,0,0,8683.4705,9130.6452,15811.674,1
"466",0,21,12,0,0,1,8816.7006,5729.0323,18096.24,1
"467",0,25,12,1,0,0,8816.7006,6266.129,10344.086,1
"468",0,22,12,0,0,1,8816.7006,9939.871,15486.575,1
"469",0,22,12,0,0,1,8816.7006,10741.935,19653.763,1
"470",0,23,12,1,0,1,8816.7006,12174.194,18471.582,1
"471",0,18,12,0,0,0,8816.7006,14322.581,22165.899,1
"472",0,27,12,1,0,0,8816.7006,14322.581,19210.445,1
"473",0,21,12,1,0,0,8816.7006,14859.677,5578.4178,1
"474",0,25,12,0,0,1,8816.7006,16112.903,26599.078,1
"475",0,21,13,0,0,1,8816.7006,17903.226,28224.578,1
"476",0,27,12,0,0,1,8816.7006,44758.065,0,1
"477",0,23,12,0,0,1,8840.2118,7161.2903,10416.495,1
"478",0,21,12,0,0,1,8867.6415,14995.742,17732.719,1
"479",0,23,14,1,0,1,8934.2566,12532.258,8866.3594,1
"480",0,23,16,1,0,0,9012.6273,16490.661,19210.445,1
"481",0,31,17,0,0,1,9012.6273,29465.129,39817.343,1
"482",0,27,12,1,0,1,9067.4868,5370.9677,6649.7696,1
"483",0,21,12,1,0,1,9169.3686,7161.2903,7388.6329,1
"484",0,23,12,1,0,1,9169.3686,8271.2903,10403.195,1
"485",0,19,12,0,0,1,9208.554,5550,11526.267,1
"486",0,46,12,0,0,1,9284.9654,8504.0323,10376.596,1
"487",0,24,12,0,0,1,9371.1731,2864.5161,2216.5899,1
